"","plurals.f.lemma","Base.Word","COUNT.Base.Word"
"1300","sessions","session",1
"1301","shades","shade",1
"1302","shadows","shadow",1
"1303","shapes","shape",1
"1304","sharks","shark",1
"1305","sheets","sheet",1
"1306","shocks","shock",1
"1307","shores","shore",1
"1308","shoulders","shoulder",1
"1309","shouts","shout",1
"1310","shrimps","shrimp",1
"1311","sidewalks","sidewalk",1
"1312","sights","sight",1
"1314","signposts","signpost",1
"1315","silences","silence",1
"1316","silks","silk",1
"1318","situations","situation",1
"1320","skills","skill",1
"1321","skins","skin",1
"1322","sleeps","sleep",1
"1323","sleeves","sleeve",1
"1324","smells","smell",1
"1325","smiles","smile",1
"1326","smokes","smoke",1
"1327","snowboards","snowboard",1
"1328","soldiers","soldier",1
"1329","solutions","solution",1
"1330","souvenirs","souvenir",1
"1331","speeds","speed",1
"1332","spices","spice",1
"1333","spiders","spider",1
"1334","spots","spot",1
"1335","stains","stain",1
"1336","stalls","stall",1
"1337","starts","start",1
"1340","stays","stay",1
"1341","steps","step",1
"1342","sticks","stick",1
"1344","strangers","stranger",1
"1345","streams","stream",1
"1347","strikes","strike",1
"1348","stripes","stripe",1
"1349","studios","studio",1
"1350","stuffs","stuff",1
"1353","suggestions","suggestion",1
"1354","sums","sum",1
"1355","sunrises","sunrise",1
"1356","sunsets","sunset",1
"1357","supports","support",1
"1358","sweatshirts","sweatshirt",1
"1359","swimmers","swimmer",1
"1360","systems","system",1
"1361","tablets","tablet",1
"1362","takeouts","takeout",1
"1363","talents","talent",1
"1364","talks","talk",1
"1365","tastes","taste",1
"1366","teachings","teaching",1
"1367","tears","tear",1
"1368","techniques","technique",1
"1369","temples","temple",1
"1370","tenses","tense",1
"1371","tents","tent",1
"1372","thoughts","thought",1
"1373","thrillers","thriller",1
"1374","throats","throat",1
"1375","thumbs","thumb",1
"1376","thunders","thunder",1
"1377","tigers","tiger",1
"1378","tips","tip",1
"1379","tissues","tissue",1
"1381","tongues","tongue",1
"1382","toothpastes","toothpaste",1
"1383","topics","topic",1
"1384","totals","total",1
"1385","tournaments","tournament",1
"1386","towers","tower",1
"1387","tracks","track",1
"1388","trades","trade",1
"1389","trainers","trainer",1
"1390","translations","translation",1
"1391","travels","travel",1
"1392","travelers","traveler",1
"1393","trends","trend",1
"1394","tricks","trick",1
"1395","troubles","trouble",1
"1396","trucks","truck",1
"1397","trumpets","trumpet",1
"1398","trunks","trunk",1
"1399","tubes","tube",1
"1400","tunas","tuna",1
"1401","tunnels","tunnel",1
"1402","turkeys","turkey",1
"1403","turns","turn",1
"1405","underpants","underpants",1
"1406","unions","union",1
"1408","users","user",1
"1409","valleys","valley",1
"1410","values","value",1
"1412","vases","vase",1
"1413","vegetarians","vegetarian",1
"1414","vehicles","vehicle",1
"1415","vets","vet",1
"1417","visas","visa",1
"1418","visits","visit",1
"1419","voices","voice",1
"1420","volumes","volume",1
"1421","votes","vote",1
"1422","vowels","vowel",1
"1423","wages","wage",1
"1424","warnings","warning",1
"1425","wastes","waste",1
"1426","waterfalls","waterfall",1
"1427","waves","wave",1
"1428","webs","web",1
"1429","webcams","webcam",1
"1430","weddings","wedding",1
"1431","weights","weight",1
"1432","welcomes","welcome",1
"1433","whales","whale",1
"1434","wheelchairs","wheelchair",1
"1435","wings","wing",1
"1436","workouts","workout",1
"1437","writers","writer",1
"1438","youths","youth",1
"1439","zones","zone",1
"1440","absences","absence",1
"1441","abuses","abuse",1
"1442","accommodations","accommodations",1
"1443","acids","acid",1
"1444","addicts","addict",1
"1445","addictions","addiction",1
"1446","additions","addition",1
"1447","adjustments","adjustment",1
"1448","adoptions","adoption",1
"1449","advances","advance",1
"1450","affairs","affair",1
"1451","affections","affection",1
"1452","agents","agent",1
"1453","agreements","agreement",1
"1454","alternatives","alternative",1
"1455","ambassadors","ambassador",1
"1456","amusements","amusement",1
"1457","analysis","analysis",1
"1458","analysts","analyst",1
"1460","angers","anger",1
"1461","apostrophes","apostrophe",1
"1462","appeals","appeal",1
"1463","approvals","approval",1
"1464","arrests","arrest",1
"1465","arrows","arrow",1
"1466","aspects","aspect",1
"1467","assessments","assessment",1
"1468","associations","association",1
"1469","astonishments","astonishment",1
"1470","atoms","atom",1
"1471","attachments","attachment",1
"1472","attempts","attempt",1
"1473","attics","attic",1
"1474","awards","award",1
"1475","backups","backup",1
"1477","balances","balance",1
"1478","ballets","ballet",1
"1480","bangs","bang",1
"1481","bankers","banker",1
"1482","barriers","barrier",1
"1483","bartenders","bartender",1
"1485","basements","basement",1
"1490","beams","beam",1
"1491","beats","beat",1
"1493","belongings","belongings",1
"1494","bends","bend",1
"1495","bestsellers","bestseller",1
"1496","bikinis","bikini",1
"1497","billions","billion",1
"1498","bites","bite",1
"1499","blades","blade",1
"1500","blames","blame",1
"1501","bombers","bomber",1
"1502","bombings","bombing",1
"1503","bonds","bond",1
"1505","booklets","booklet",1
"1506","bookmarks","bookmark",1
"1508","bows","bow",1
"1510","brands","brand",1
"1511","breakdowns","breakdown",1
"1512","breakthroughs","breakthrough",1
"1513","breeds","breed",1
"1514","bricks","brick",1
"1515","browsers","browser",1
"1516","bruises","bruise",1
"1517","budgets","budget",1
"1518","bullets","bullet",1
"1519","bumpers","bumper",1
"1520","buns","bun",1
"1521","burglars","burglar",1
"1522","calculations","calculation",1
"1525","carbons","carbon",1
"1526","cardigans","cardigan",1
"1527","carelessness","carelessness",1
"1528","carnivals","carnival",1
"1529","carts","cart",1
"1531","catalogs","catalog",1
"1532","causes","cause",1
"1533","cells","cell",1
"1534","cellars","cellar",1
"1535","cellos","cello",1
"1536","chaos","chaos",1
"1537","characteristics","characteristic",1
"1538","charms","charm",1
"1539","charts","chart",1
"1540","chemicals","chemical",1
"1541","chests","chest",1
"1543","chimneys","chimney",1
"1544","chips","chip",1
"1545","choirs","choir",1
"1546","circumstances","circumstance",1
"1547","citizens","citizen",1
"1548","civilizations","civilization",1
"1549","claims","claim",1
"1550","classics","classic",1
"1551","clauses","clause",1
"1552","clients","client",1
"1553","cloths","cloth",1
"1554","clues","clue",1
"1555","codes","code",1
"1556","coincidences","coincidence",1
"1557","collapses","collapse",1
"1558","collectors","collector",1
"1559","collocations","collocation",1
"1561","columns","column",1
"1562","combinations","combination",1
"1563","comedians","comedian",1
"1564","comforts","comfort",1
"1565","commands","command",1
"1566","commitments","commitment",1
"1567","committees","committee",1
"1568","companions","companion",1
"1569","comparisons","comparison",1
"1570","composers","composer",1
"1571","compromises","compromise",1
"1572","concentrations","concentration",1
"1573","concepts","concept",1
"1574","concerns","concern",1
"1575","concretes","concrete",1
"1576","conductors","conductor",1
"1577","confessions","confession",1
"1578","confidences","confidence",1
"1579","confirmations","confirmation",1
"1580","conflicts","conflict",1
"1581","confusions","confusion",1
"1582","conjunctions","conjunction",1
"1583","consciousness","consciousness",1
"1584","consequences","consequence",1
"1585","considerations","consideration",1
"1586","constructions","construction",1
"1587","consultants","consultant",1
"1588","consumers","consumer",1
"1589","containers","container",1
"1590","contents","content",1
"1591","contexts","context",1
"1592","contrasts","contrast",1
"1593","contributions","contribution",1
"1594","controls","control",1
"1595","conveniences","convenience",1
"1596","coppers","copper",1
"1597","corporations","corporation",1
"1598","corridors","corridor",1
"1599","costumes","costume",1
"1600","councils","council",1
"1602","cowards","coward",1
"1603","crabs","crab",1
"1604","crafts","craft",1
"1605","creations","creation",1
"1607","critics","critic",1
"1608","criticisms","criticism",1
"1609","crocodiles","crocodile",1
"1610","crossroads","crossroads",1
"1612","cursors","cursor",1
"1614","cycles","cycle",1
"1615","darkness","darkness",1
"1616","darlings","darling",1
"1617","databases","database",1
"1618","dawns","dawn",1
"1619","daylights","daylight",1
"1620","daytimes","daytime",1
"1621","deadlines","deadline",1
"1622","deals","deal",1
"1623","dealers","dealer",1
"1624","debates","debate",1
"1625","debits","debit",1
"1626","debts","debt",1
"1627","decades","decade",1
"1628","declines","decline",1
"1629","decorations","decoration",1
"1630","deers","deer",1
"1631","defenders","defender",1
"1632","definitions","definition",1
"1633","delights","delight",1
"1634","demonstrations","demonstration",1
"1635","denims","denim",1
"1636","depressions","depression",1
"1638","desktops","desktop",1
"1639","despairs","despair",1
"1640","determinations","determination",1
"1641","determiners","determiner",1
"1642","devices","device",1
"1643","devils","devil",1
"1644","dialogues","dialogue",1
"1645","diamonds","diamond",1
"1646","dilemmas","dilemma",1
"1647","dimensions","dimension",1
"1648","diplomats","diplomat",1
"1649","disagreements","disagreement",1
"1650","disappearances","disappearance",1
"1651","disasters","disaster",1
"1652","disciplines","discipline",1
"1653","disgraces","disgrace",1
"1654","disguises","disguise",1
"1655","dislikes","dislike",1
"1656","disposals","disposal",1
"1657","dissatisfactions","dissatisfaction",1
"1658","distinctions","distinction",1
"1659","dives","dive",1
"1660","divisions","division",1
"1661","donations","donation",1
"1663","drafts","draft",1
"1664","drugs","drug",1
"1667","eagles","eagle",1
"1670","earthquakes","earthquake",1
"1671","eases","ease",1
"1672","economists","economist",1
"1673","editions","edition",1
"1674","editors","editor",1
"1675","electricians","electrician",1
"1676","electronics","electronics",1
"1677","elements","element",1
"1678","embarrassments","embarrassment",1
"1679","emotions","emotion",1
"1681","encouragements","encouragement",1
"1682","entertainers","entertainer",1
"1683","enthusiasms","enthusiasm",1
"1684","environments","environment",1
"1685","episodes","episode",1
"1686","equals","equal",1
"1687","eras","era",1
"1688","errors","error",1
"1689","escalators","escalator",1
"1691","estates","estate",1
"1692","estimates","estimate",1
"1693","evidences","evidence",1
"1694","evils","evil",1
"1695","exceptions","exception",1
"1696","exhaustions","exhaustion",1
"1697","existences","existence",1
"1698","expansions","expansion",1
"1699","expectations","expectation",1
"1700","expenses","expense",1
"1701","explosions","explosion",1
"1702","exports","export",1
"1703","expressions","expression",1
"1704","extensions","extension",1
"1705","extents","extent",1
"1706","extracts","extract",1
"1707","eyebrows","eyebrow",1
"1708","eyelids","eyelid",1
"1709","facilities","facilities",1
"1710","factors","factor",1
"1711","failures","failure",1
"1712","faiths","faith",1
"1714","fates","fate",1
"1715","faults","fault",1
"1716","feathers","feather",1
"1717","features","feature",1
"1718","feedbacks","feedback",1
"1719","females","female",1
"1720","fences","fence",1
"1721","finances","finance",1
"1722","fingernails","fingernail",1
"1723","firms","firm",1
"1724","flames","flame",1
"1725","flashlights","flashlight",1
"1726","flows","flow",1
"1729","fortunes","fortune",1
"1730","freedoms","freedom",1
"1731","friendliness","friendliness",1
"1732","frosts","frost",1
"1733","frustrations","frustration",1
"1734","functions","function",1
"1735","funerals","funeral",1
"1736","gangs","gang",1
"1738","gardeners","gardener",1
"1739","gears","gear",1
"1740","genders","gender",1
"1741","genetics","genetics",1
"1742","glances","glance",1
"1743","gods","god",1
"1744","goods","good",1
"1746","gossips","gossip",1
"1747","grants","grant",1
"1748","graphs","graph",1
"1750","greatness","greatness",1
"1751","griefs","grief",1
"1753","grounds","ground",1
"1754","growths","growth",1
"1755","guarantees","guarantee",1
"1756","gulfs","gulf",1
"1757","gums","gum",1
"1762","hammers","hammer",1
"1763","handles","handle",1
"1764","handouts","handout",1
"1765","harms","harm",1
"1766","harvests","harvest",1
"1767","headquarters","headquarters",1
"1768","heavens","heaven",1
"1769","hedges","hedge",1
"1770","hells","hell",1
"1771","helmets","helmet",1
"1772","helpers","helper",1
"1773","highlights","highlight",1
"1774","hints","hint",1
"1775","hips","hip",1
"1776","holds","hold",1
"1777","honors","honor",1
"1778","hoods","hood",1
"1779","hooks","hook",1
"1780","horns","horn",1
"1781","horrors","horror",1
"1782","hosts","host",1
"1783","households","household",1
"1784","humors","humor",1
"1785","hyphens","hyphen",1
"1786","icons","icon",1
"1787","idioms","idiom",1
"1788","idiots","idiot",1
"1789","images","image",1
"1790","immigrants","immigrant",1
"1791","impacts","impact",1
"1792","imperatives","imperative",1
"1793","impressions","impression",1
"1794","incidents","incident",1
"1795","incomes","income",1
"1796","increases","increase",1
"1797","individuals","individual",1
"1798","infections","infection",1
"1799","influences","influence",1
"1800","inhabitants","inhabitant",1
"1801","inputs","input",1
"1802","insides","inside",1
"1803","inspectors","inspector",1
"1804","inspirations","inspiration",1
"1805","institutes","institute",1
"1806","institutions","institution",1
"1807","insults","insult",1
"1808","insurances","insurance",1
"1809","intelligences","intelligence",1
"1810","intentions","intention",1
"1811","interiors","interior",1
"1812","interruptions","interruption",1
"1813","introductions","introduction",1
"1814","invasions","invasion",1
"1815","inventors","inventor",1
"1816","investigations","investigation",1
"1817","investigators","investigator",1
"1818","investments","investment",1
"1819","investors","investor",1
"1820","involvements","involvement",1
"1821","jaws","jaw",1
"1822","jewels","jewel",1
"1823","journalisms","journalism",1
"1824","journeys","journey",1
"1825","joys","joy",1
"1826","judgments","judgment",1
"1827","juniors","junior",1
"1830","kingdoms","kingdom",1
"1831","landings","landing",1
"1832","landlords","landlord",1
"1835","layers","layer",1
"1836","laziness","laziness",1
"1837","leads","lead",1
"1838","leaflets","leaflet",1
"1839","leaks","leak",1
"1840","learners","learner",1
"1841","leeks","leek",1
"1842","legends","legend",1
"1843","leopards","leopard",1
"1844","liars","liar",1
"1845","lids","lid",1
"1846","lifestyles","lifestyle",1
"1847","lifetimes","lifetime",1
"1848","litters","litter",1
"1849","livers","liver",1
"1850","livings","living",1
"1851","loads","load",1
"1852","loafs","loaf",1
"1859","lyrics","lyrics",1
"1860","majors","major",1
"1861","makers","maker",1
"1862","males","male",1
"1863","managements","management",1
"1864","manners","manner",1
"1865","manuals","manual",1
"1866","manufacturers","manufacturer",1
"1867","marathons","marathon",1
"1868","masks","mask",1
"1869","masters","master",1
"1870","matters","matter",1
"1871","mayors","mayor",1
"1873","measures","measure",1
"1874","measurements","measurement",1
"1875","medals","medal",1
"1876","mentions","mention",1
"1877","microphones","microphone",1
"1878","millions","million",1
"1881","mints","mint",1
"1882","miracles","miracle",1
"1883","missions","mission",1
"1884","mists","mist",1
"1885","misunderstandings","misunderstanding",1
"1886","mixtures","mixture",1
"1887","monitors","monitor",1
"1888","moonlights","moonlight",1
"1889","motivations","motivation",1
"1890","motives","motive",1
"1891","motors","motor",1
"1892","motorists","motorist",1
"1893","movements","movement",1
"1894","muds","mud",1
"1895","muscles","muscle",1
"1896","musicals","musical",1
"1897","myths","myth",1
"1898","nails","nail",1
"1899","napkins","napkin",1
"1900","nations","nation",1
"1901","needs","need",1
"1902","needles","needle",1
"1903","nerves","nerves",1
"1904","networks","network",1
"1905","novelists","novelist",1
"1906","nuisances","nuisance",1
"1907","nuts","nut",1
"1908","oaks","oak",1
"1909","objections","objection",1
"1911","obligations","obligation",1
"1912","observations","observation",1
"1913","obsessions","obsession",1
"1914","offenders","offender",1
"1915","openings","opening",1
"1916","operators","operator",1
"1917","opponents","opponent",1
"1918","organizers","organizer",1
"1919","origins","origin",1
"1920","originals","original",1
"1921","outlines","outline",1
"1922","outskirts","outskirts",1
"1923","owls","owl",1
"1924","oxygens","oxygen",1
"1925","paces","pace",1
"1926","packs","pack",1
"1927","packages","package",1
"1928","pancakes","pancake",1
"1933","paperworks","paperwork",1
"1934","parachutes","parachute",1
"1936","parenthesis","parenthesis",1
"1937","parliaments","parliament",1
"1938","partnerships","partnership",1
"1939","passages","passage",1
"1940","passions","passion",1
"1941","pauses","pause",1
"1942","pavements","pavement",1
"1943","paws","paw",1
"1944","payments","payment",1
"1945","pedals","pedal",1
"1946","pensions","pension",1
"1947","percentages","percentage",1
"1948","pharmacists","pharmacist",1
"1949","phases","phase",1
"1950","philosophers","philosopher",1
"1951","pines","pine",1
"1952","pints","pint",1
"1953","plots","plot",1
"1954","plumbers","plumber",1
"1958","poisons","poison",1
"1961","portions","portion",1
"1962","portraits","portrait",1
"1963","possessions","possession",1
"1964","potentials","potential",1
"1965","pounds","pound",1
"1966","predictions","prediction",1
"1967","preferences","preference",1
"1968","prejudices","prejudice",1
"1969","presences","presence",1
"1970","pressures","pressure",1
"1971","prides","pride",1
"1972","procedures","procedure",1
"1974","producers","producer",1
"1975","productions","production",1
"1976","professionals","professional",1
"1977","profiles","profile",1
"1978","profits","profit",1
"1979","promotions","promotion",1
"1980","proofs","proof",1
"1981","proposals","proposal",1
"1982","prospects","prospect",1
"1983","protections","protection",1
"1985","psychologists","psychologist",1
"1986","publications","publication",1
"1987","publishers","publisher",1
"1988","puddings","pudding",1
"1989","punishments","punishment",1
"1990","purchases","purchase",1
"1991","qualifications","qualification",1
"1992","quarrels","quarrel",1
"1993","rages","rage",1
"1994","rainbows","rainbow",1
"1996","rates","rate",1
"1997","rays","ray",1
"1998","razors","razor",1
"1999","reactions","reaction",1
"2000","rebels","rebel",1
"2001","receptions","reception",1
"2002","recessions","recession",1
"2003","recommendations","recommendation",1
"2004","recreations","recreation",1
"2005","reductions","reduction",1
"2006","referees","referee",1
"2007","references","reference",1
"2008","reflections","reflection",1
"2009","refugees","refugee",1
"2010","regrets","regret",1
"2011","regulations","regulation",1
"2012","rehearsals","rehearsal",1
"2013","releases","release",1
"2014","reliefs","relief",1
"2017","remarks","remark",1
"2018","replacements","replacement",1
"2019","representatives","representative",1
"2020","reputations","reputation",1
"2021","requirements","requirement",1
"2022","researchers","researcher",1
"2023","residents","resident",1
"2024","resources","resource",1
"2025","responses","response",1
"2026","retirements","retirement",1
"2027","revenges","revenge",1
"2028","revolutions","revolution",1
"2029","rhythms","rhythm",1
"2030","ribs","rib",1
"2031","rises","rise",1
"2032","risks","risk",1
"2033","rockets","rocket",1
"2034","roots","root",1
"2035","ropes","rope",1
"2036","rubbers","rubber",1
"2037","rumors","rumor",1
"2040","samples","sample",1
"2041","satellites","satellite",1
"2042","satisfactions","satisfaction",1
"2045","scales","scale",1
"2046","scandals","scandal",1
"2048","scents","scent",1
"2049","schemes","scheme",1
"2050","scripts","script",1
"2051","seals","seal",1
"2052","seeds","seed",1
"2053","selections","selection",1
"2054","semicolons","semicolon",1
"2055","seminars","seminar",1
"2056","seniors","senior",1
"2057","sensations","sensation",1
"2058","separations","separation",1
"2059","servants","servant",1
"2060","settings","setting",1
"2061","shares","share",1
"2062","sheds","shed",1
"2063","shells","shell",1
"2064","shelters","shelter",1
"2065","shifts","shift",1
"2066","shootings","shooting",1
"2067","shortages","shortage",1
"2068","shots","shot",1
"2071","sighs","sigh",1
"2072","signals","signal",1
"2073","skeletons","skeleton",1
"2074","slaves","slave",1
"2075","slopes","slope",1
"2076","smokers","smoker",1
"2077","softness","softness",1
"2078","soils","soil",1
"2079","solos","solo",1
"2080","soundtracks","soundtrack",1
"2081","sources","source",1
"2084","spectators","spectator",1
"2085","spirits","spirit",1
"2086","sponsors","sponsor",1
"2087","sprays","spray",1
"2088","spreads","spread",1
"2089","spreadsheets","spreadsheet",1
"2090","standards","standard",1
"2091","statements","statement",1
"2092","statistics","statistics",1
"2093","steams","steam",1
"2094","steels","steel",1
"2095","stepfathers","stepfather",1
"2096","stepmothers","stepmother",1
"2097","stocks","stock",1
"2098","stools","stool",1
"2099","stopovers","stopover",1
"2100","strains","strain",1
"2101","strengths","strength",1
"2102","strings","string",1
"2103","strokes","stroke",1
"2104","structures","structure",1
"2105","struggles","struggle",1
"2106","substances","substance",1
"2107","substitutes","substitute",1
"2108","suburbs","suburb",1
"2109","sufferings","suffering",1
"2110","suicides","suicide",1
"2111","suppliers","supplier",1
"2112","supporters","supporter",1
"2113","surfaces","surface",1
"2114","surroundings","surroundings",1
"2115","surveys","survey",1
"2116","survivals","survival",1
"2117","survivors","survivor",1
"2118","suspects","suspect",1
"2119","suspicions","suspicion",1
"2120","swans","swan",1
"2121","sweats","sweat",1
"2122","swings","swing",1
"2123","swords","sword",1
"2124","symbols","symbol",1
"2125","symptoms","symptom",1
"2126","tablecloths","tablecloth",1
"2127","tabloids","tabloid",1
"2128","tails","tail",1
"2129","tales","tale",1
"2130","tans","tan",1
"2132","targets","target",1
"2133","tasks","task",1
"2134","teaspoons","teaspoon",1
"2135","telecommunications","telecommunications",1
"2136","telescopes","telescope",1
"2137","tempers","temper",1
"2138","temptations","temptation",1
"2139","tensions","tension",1
"2140","terms","term",1
"2141","terminals","terminal",1
"2144","terraces","terrace",1
"2145","terrors","terror",1
"2147","thanks","thanks",1
"2148","thefts","theft",1
"2149","themes","theme",1
"2150","thermometers","thermometer",1
"2152","thighs","thigh",1
"2153","thirds","third",1
"2155","threats","threat",1
"2157","timings","timing",1
"2158","tiredness","tiredness",1
"2159","toenails","toenail",1
"2160","tombs","tomb",1
"2163","tools","tool",1
"2166","traditions","tradition",1
"2167","trails","trail",1
"2168","transfers","transfer",1
"2169","transports","transport",1
"2170","traps","trap",1
"2171","trays","tray",1
"2173","treatments","treatment",1
"2174","trials","trial",1
"2175","triangles","triangle",1
"2176","tribes","tribe",1
"2177","trusts","trust",1
"2178","truths","truth",1
"2179","tutors","tutor",1
"2180","understandings","understanding",1
"2181","unhappiness","unhappiness",1
"2182","upbringings","upbringing",1
"2183","updates","update",1
"2184","upgrades","upgrade",1
"2185","variations","variation",1
"2187","verses","verse",1
"2188","versions","version",1
"2189","victims","victim",1
"2190","viewers","viewer",1
"2191","vinegars","vinegar",1
"2192","visions","vision",1
"2193","vitamins","vitamin",1
"2195","volunteers","volunteer",1
"2196","voyages","voyage",1
"2197","waists","waist",1
"2198","waits","wait",1
"2199","wards","ward",1
"2200","wardrobes","wardrobe",1
"2201","wasps","wasp",1
"2203","weapons","weapon",1
"2204","wheats","wheat",1
"2205","whiskeys","whiskey",1
"2206","whistles","whistle",1
"2207","widows","widow",1
"2208","widths","width",1
"2209","willingness","willingness",1
"2210","wires","wire",1
"2212","worms","worm",1
"2213","wounds","wound",1
"2214","wrists","wrist",1
"2215","yachts","yacht",1
"2216","yells","yell",1
"2217","zebras","zebra",1
"2218","zippers","zipper",1
"2219","zucchinis","zucchini",1
"2220","abortions","abortion",1
"2221","acceptances","acceptance",1
"2222","accusations","accusation",1
"2223","acquaintances","acquaintance",1
"2224","adaptations","adaptation",1
"2225","administrations","administration",1
"2226","administrators","administrator",1
"2227","advisers","adviser",1
"2228","agendas","agenda",1
"2230","alerts","alert",1
"2231","allegations","allegation",1
"2232","allowances","allowance",1
"2233","alterations","alteration",1
"2234","amateurs","amateur",1
"2235","amendments","amendment",1
"2236","angles","angle",1
"2237","annoyances","annoyance",1
"2238","appetites","appetite",1
"2239","appliances","appliance",1
"2240","archaeologists","archaeologist",1
"2241","assets","asset",1
"2242","assumptions","assumption",1
"2243","assurances","assurance",1
"2244","attendances","attendance",1
"2245","attorneys","attorney",1
"2246","auctions","auction",1
"2247","auditions","audition",1
"2248","avenues","avenue",1
"2249","awareness","awareness",1
"2250","beaks","beak",1
"2252","blanks","blank",1
"2253","blindness","blindness",1
"2254","brackets","bracket",1
"2256","bribes","bribe",1
"2258","bubbles","bubble",1
"2259","bumps","bump",1
"2260","burdens","burden",1
"2262","campaigns","campaign",1
"2263","cancellations","cancellation",1
"2264","captures","capture",1
"2265","cautions","caution",1
"2266","chores","chore",1
"2267","closeness","closeness",1
"2268","coals","coal",1
"2269","collaborations","collaboration",1
"2271","completions","completion",1
"2272","complications","complication",1
"2273","components","component",1
"2274","congestions","congestion",1
"2275","consents","consent",1
"2276","constitutions","constitution",1
"2277","contestants","contestant",1
"2278","conventions","convention",1
"2279","coolness","coolness",1
"2280","counterparts","counterpart",1
"2281","crawls","crawl",1
"2282","criterions","criterion",1
"2283","cultivations","cultivation",1
"2284","cutbacks","cutback",1
"2285","debuts","debut",1
"2286","declarations","declaration",1
"2287","dedications","dedication",1
"2288","deductions","deduction",1
"2289","defects","defect",1
"2290","deficits","deficit",1
"2291","delegates","delegate",1
"2292","deodorants","deodorant",1
"2293","developers","developer",1
"2294","diesels","diesel",1
"2295","dimes","dime",1
"2296","disapprovals","disapproval",1
"2297","discomforts","discomfort",1
"2298","discontents","discontent",1
"2299","discriminations","discrimination",1
"2300","dismissals","dismissal",1
"2301","disorders","disorder",1
"2302","displacements","displacement",1
"2303","disrespects","disrespect",1
"2304","disruptions","disruption",1
"2305","dissertations","dissertation",1
"2306","distractions","distraction",1
"2308","distributions","distribution",1
"2309","disturbances","disturbance",1
"2310","divides","divide",1
"2311","docks","dock",1
"2312","domains","domain",1
"2313","downsides","downside",1
"2314","drawbacks","drawback",1
"2315","dumps","dump",1
"2316","durations","duration",1
"2317","effectiveness","effectiveness",1
"2318","elegances","elegance",1
"2319","elites","elite",1
"2320","emissions","emission",1
"2321","emperors","emperor",1
"2322","empires","empire",1
"2323","enterprises","enterprise",1
"2324","environmentalists","environmentalist",1
"2325","equations","equation",1
"2326","equivalents","equivalent",1
"2327","erosions","erosion",1
"2328","establishments","establishment",1
"2329","evaluations","evaluation",1
"2330","exaggerations","exaggeration",1
"2332","executives","executive",1
"2333","exhausts","exhaust",1
"2334","exhibits","exhibit",1
"2335","expenses","expenses",1
"2336","explorations","exploration",1
"2337","exposures","exposure",1
"2338","exteriors","exterior",1
"2339","extinctions","extinction",1
"2340","extroverts","extrovert",1
"2341","fabrics","fabric",1
"2342","fairness","fairness",1
"2343","fascinations","fascination",1
"2344","feasts","feast",1
"2345","federations","federation",1
"2346","flairs","flair",1
"2347","flaws","flaw",1
"2348","fleets","fleet",1
"2349","footsteps","footstep",1
"2350","formats","format",1
"2351","formulas","formula",1
"2352","foundations","foundation",1
"2353","frictions","friction",1
"2354","frights","fright",1
"2357","funds","fund",1
"2360","gadgets","gadget",1
"2361","gains","gain",1
"2362","garments","garment",1
"2363","gatherings","gathering",1
"2365","generalizations","generalization",1
"2367","germs","germ",1
"2368","gerunds","gerund",1
"2369","gestures","gesture",1
"2370","giants","giant",1
"2371","glamours","glamour",1
"2372","glimpses","glimpse",1
"2374","greeds","greed",1
"2375","guidelines","guideline",1
"2376","habitats","habitat",1
"2377","harassments","harassment",1
"2378","hardships","hardship",1
"2379","hates","hate",1
"2380","hatreds","hatred",1
"2381","hazards","hazard",1
"2382","headings","heading",1
"2383","historians","historian",1
"2384","hunts","hunt",1
"2385","hygienes","hygiene",1
"2386","icebergs","iceberg",1
"2387","idols","idol",1
"2388","illustrations","illustration",1
"2389","implications","implication",1
"2390","imports","import",1
"2391","inclusions","inclusion",1
"2392","inconveniences","inconvenience",1
"2393","indications","indication",1
"2394","infrastructures","infrastructure",1
"2395","initiatives","initiative",1
"2396","injustices","injustice",1
"2397","innovations","innovation",1
"2398","insights","insight",1
"2399","inspections","inspection",1
"2400","installations","installation",1
"2401","instances","instance",1
"2402","interactions","interaction",1
"2403","jargons","jargon",1
"2404","joints","joint",1
"2405","journals","journal",1
"2406","knobs","knob",1
"2407","labors","labor",1
"2408","landmarks","landmark",1
"2409","lawns","lawn",1
"2410","layouts","layout",1
"2411","leaderships","leadership",1
"2412","liberations","liberation",1
"2413","limitations","limitation",1
"2414","listeners","listener",1
"2415","logs","log",1
"2416","logics","logic",1
"2417","loneliness","loneliness",1
"2418","lounges","lounge",1
"2419","mammals","mammal",1
"2420","mansions","mansion",1
"2422","mechanisms","mechanism",1
"2423","memos","memo",1
"2425","migrations","migration",1
"2427","misfortunes","misfortune",1
"2429","modes","mode",1
"2430","modifications","modification",1
"2433","mustards","mustard",1
"2435","neglects","neglect",1
"2436","negotiations","negotiation",1
"2437","nervousness","nervousness",1
"2438","newsletters","newsletter",1
"2439","nominations","nomination",1
"2440","norms","norm",1
"2441","notions","notion",1
"2442","nutritions","nutrition",1
"2443","obstacles","obstacle",1
"2444","occurrences","occurrence",1
"2445","odds","odds",1
"2446","oppositions","opposition",1
"2447","optimists","optimist",1
"2448","organs","organ",1
"2449","orientations","orientation",1
"2450","ounces","ounce",1
"2451","outcomes","outcome",1
"2452","outlets","outlet",1
"2453","outlooks","outlook",1
"2454","overviews","overview",1
"2455","ozones","ozone",1
"2456","palms","palm",1
"2458","paradises","paradise",1
"2459","participants","participant",1
